ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"865","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:29:22","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"864","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:27:18","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"863","Normal","System","The host was restarted by command.","2026-04-07 19:26:35","Asserted","0x2C000011",""
"862","Normal","System","ACPI is in the working state.","2026-04-07 19:26:34","Asserted","0x2C000009",""
"861","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:26:28","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"860","Normal","System","ACPI is in the soft-off state.","2026-04-07 19:26:20","Asserted","0x2C00000B",""
"859","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:25:21","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"858","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:24:27","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"857","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:22:23","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"856","Normal","System","The host was restarted by command.","2026-04-07 19:21:41","Asserted","0x2C000011",""
"855","Normal","System","ACPI is in the working state.","2026-04-07 19:21:38","Asserted","0x2C000009",""
"854","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:21:32","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"853","Normal","System","ACPI is in the soft-off state.","2026-04-07 19:21:25","Asserted","0x2C00000B",""
"852","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:20:28","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"851","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:19:34","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"850","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:17:29","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"849","Normal","System","The host was restarted by command.","2026-04-07 19:16:49","Asserted","0x2C000011",""
"848","Normal","System","ACPI is in the working state.","2026-04-07 19:16:47","Asserted","0x2C000009",""
"847","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:16:38","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"846","Normal","System","ACPI is in the soft-off state.","2026-04-07 19:16:31","Asserted","0x2C00000B",""
"845","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:15:31","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"844","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:14:37","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"843","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:12:32","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"842","Normal","System","The host was restarted by command.","2026-04-07 19:11:50","Asserted","0x2C000011",""
"841","Normal","System","ACPI is in the working state.","2026-04-07 19:11:47","Asserted","0x2C000009",""
"840","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:11:42","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"839","Normal","System","ACPI is in the soft-off state.","2026-04-07 19:11:33","Asserted","0x2C00000B",""
"838","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:10:34","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"837","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:09:44","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"836","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:07:40","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"835","Normal","System","The host was restarted by command.","2026-04-07 19:07:00","Asserted","0x2C000011",""
"834","Normal","System","ACPI is in the working state.","2026-04-07 19:06:55","Asserted","0x2C000009",""
"833","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:06:49","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"832","Normal","System","ACPI is in the soft-off state.","2026-04-07 19:06:41","Asserted","0x2C00000B",""
"831","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:05:45","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"830","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:04:51","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"829","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:02:46","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"828","Normal","System","The host was restarted by command.","2026-04-07 19:02:04","Asserted","0x2C000011",""
"827","Normal","System","ACPI is in the working state.","2026-04-07 19:02:01","Asserted","0x2C000009",""
"826","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:01:53","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"825","Normal","System","ACPI is in the soft-off state.","2026-04-07 19:01:46","Asserted","0x2C00000B",""
"824","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 19:00:46","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"823","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:59:56","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"822","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:57:52","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"821","Normal","System","The host was restarted by command.","2026-04-07 18:57:08","Asserted","0x2C000011",""
"820","Normal","System","ACPI is in the working state.","2026-04-07 18:57:07","Asserted","0x2C000009",""
"819","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:57:01","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"818","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:56:53","Asserted","0x2C00000B",""
"817","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:55:54","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"816","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:55:00","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"815","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:52:55","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"814","Normal","System","The host was restarted by command.","2026-04-07 18:52:15","Asserted","0x2C000011",""
"813","Normal","System","ACPI is in the working state.","2026-04-07 18:52:12","Asserted","0x2C000009",""
"812","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:52:07","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"811","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:51:59","Asserted","0x2C00000B",""
"810","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:51:01","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"809","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:50:07","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"808","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:48:05","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"807","Normal","System","The host was restarted by command.","2026-04-07 18:47:22","Asserted","0x2C000011",""
"806","Normal","System","ACPI is in the working state.","2026-04-07 18:47:21","Asserted","0x2C000009",""
"805","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:47:15","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"804","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:47:06","Asserted","0x2C00000B",""
"803","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:46:08","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"802","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:45:18","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"801","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:43:14","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"800","Normal","System","The host was restarted by command.","2026-04-07 18:42:34","Asserted","0x2C000011",""
"799","Normal","System","ACPI is in the working state.","2026-04-07 18:42:29","Asserted","0x2C000009",""
"798","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:42:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"797","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:42:15","Asserted","0x2C00000B",""
"796","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:41:19","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"795","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:40:25","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"794","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:38:21","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"793","Normal","System","The host was restarted by command.","2026-04-07 18:37:39","Asserted","0x2C000011",""
"792","Normal","System","ACPI is in the working state.","2026-04-07 18:37:36","Asserted","0x2C000009",""
"791","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:37:31","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"790","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:37:23","Asserted","0x2C00000B",""
"789","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:36:23","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"788","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:35:33","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"787","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:33:26","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"786","Normal","System","The host was restarted by command.","2026-04-07 18:32:45","Asserted","0x2C000011",""
"785","Normal","System","ACPI is in the working state.","2026-04-07 18:32:44","Asserted","0x2C000009",""
"784","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:32:39","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"783","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:32:29","Asserted","0x2C00000B",""
"782","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:31:32","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"781","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:30:39","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"780","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:28:34","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"779","Normal","System","The host was restarted by command.","2026-04-07 18:27:54","Asserted","0x2C000011",""
"778","Normal","System","ACPI is in the working state.","2026-04-07 18:27:53","Asserted","0x2C000009",""
"777","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:27:47","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"776","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:27:39","Asserted","0x2C00000B",""
"775","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:26:40","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"774","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:25:46","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"773","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:23:45","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"772","Normal","System","The host was restarted by command.","2026-04-07 18:23:02","Asserted","0x2C000011",""
"771","Normal","System","ACPI is in the working state.","2026-04-07 18:23:00","Asserted","0x2C000009",""
"770","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:22:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"769","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:22:47","Asserted","0x2C00000B",""
"768","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:21:50","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"767","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:20:56","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"766","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:18:52","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"765","Normal","System","The host was restarted by command.","2026-04-07 18:18:10","Asserted","0x2C000011",""
"764","Normal","System","ACPI is in the working state.","2026-04-07 18:18:08","Asserted","0x2C000009",""
"763","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:18:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"762","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:17:54","Asserted","0x2C00000B",""
"761","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:16:59","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"760","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:16:05","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"759","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:14:00","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"758","Normal","System","The host was restarted by command.","2026-04-07 18:13:20","Asserted","0x2C000011",""
"757","Normal","System","ACPI is in the working state.","2026-04-07 18:13:17","Asserted","0x2C000009",""
"756","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:13:10","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"755","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:13:04","Asserted","0x2C00000B",""
"754","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:12:06","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"753","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:11:13","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"752","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:09:12","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"751","Normal","System","The host was restarted by command.","2026-04-07 18:08:29","Asserted","0x2C000011",""
"750","Normal","System","ACPI is in the working state.","2026-04-07 18:08:27","Asserted","0x2C000009",""
"749","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:08:21","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"748","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:08:14","Asserted","0x2C00000B",""
"747","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:07:17","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"746","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:06:23","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"745","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:04:18","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"744","Normal","System","The host was restarted by command.","2026-04-07 18:03:38","Asserted","0x2C000011",""
"743","Normal","System","ACPI is in the working state.","2026-04-07 18:03:35","Asserted","0x2C000009",""
"742","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:03:31","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"741","Normal","System","ACPI is in the soft-off state.","2026-04-07 18:03:23","Asserted","0x2C00000B",""
"740","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:02:28","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"739","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 18:01:35","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"738","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:59:28","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"737","Normal","System","The host was restarted by command.","2026-04-07 17:58:48","Asserted","0x2C000011",""
"736","Normal","System","ACPI is in the working state.","2026-04-07 17:58:45","Asserted","0x2C000009",""
"735","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:58:41","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"734","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:58:33","Asserted","0x2C00000B",""
"733","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:57:34","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"732","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:56:45","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"731","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:54:40","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"730","Normal","System","The host was restarted by command.","2026-04-07 17:53:58","Asserted","0x2C000011",""
"729","Normal","System","ACPI is in the working state.","2026-04-07 17:53:55","Asserted","0x2C000009",""
"728","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:53:50","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"727","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:53:42","Asserted","0x2C00000B",""
"726","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:52:43","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"725","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:51:52","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"724","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:49:47","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"723","Normal","System","The host was restarted by command.","2026-04-07 17:49:06","Asserted","0x2C000011",""
"722","Normal","System","ACPI is in the working state.","2026-04-07 17:49:03","Asserted","0x2C000009",""
"721","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:48:57","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"720","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:48:50","Asserted","0x2C00000B",""
"719","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:47:53","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"718","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:47:03","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"717","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:44:56","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"716","Normal","System","The host was restarted by command.","2026-04-07 17:44:16","Asserted","0x2C000011",""
"715","Normal","System","ACPI is in the working state.","2026-04-07 17:44:14","Asserted","0x2C000009",""
"714","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:44:09","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"713","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:44:00","Asserted","0x2C00000B",""
"712","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:43:02","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"711","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:42:12","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"710","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:40:08","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"709","Normal","System","The host was restarted by command.","2026-04-07 17:39:25","Asserted","0x2C000011",""
"708","Normal","System","ACPI is in the working state.","2026-04-07 17:39:24","Asserted","0x2C000009",""
"707","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:39:17","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"706","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:39:10","Asserted","0x2C00000B",""
"705","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:38:13","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"704","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:37:23","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"703","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:35:19","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"702","Normal","System","The host was restarted by command.","2026-04-07 17:34:37","Asserted","0x2C000011",""
"701","Normal","System","ACPI is in the working state.","2026-04-07 17:34:35","Asserted","0x2C000009",""
"700","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 17:34:28","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"699","Normal","System","ACPI is in the soft-off state.","2026-04-07 17:34:22","Asserted","0x2C00000B",""
